project_id_number,title,funding_start_year,funding_end_year,institution_id,institution_name,duration,subject,person_ids
268853,GRK 6: Räumliche Statistik,1997,2003,10349,Technische Universität Bergakademie Freiberg,7,,1292506
272247,GRK 413: Transportvorgänge in porösen Systemen der Verfahrens- und Geotechnik,1997,2003,10349,Technische Universität Bergakademie Freiberg,7,,1346710
5140520,Der Mikroprozeß der Partikelhaftung in der Festkörperverfahrenstecchnik (Haftkraftmessung) (B 1),1998,2002,10349,Technische Universität Bergakademie Freiberg,5,,1399510
5140532,Theorie der Struktur und Wechselwirkungen von auf nanorauhen und heterogenen Flächen adsorbierten Molekülschichten (B 3),1998,2004,10349,Technische Universität Bergakademie Freiberg,7,,1384707
5140538,Kraftflussprobleme in Kugelpackungen und Brucheigenschaften spröder Partikeln (B 4),1998,2004,10349,Technische Universität Bergakademie Freiberg,7,,"1156871,1292506"
5140542,Einfluß von Zusatzstoffen auf die Verdichtung und die Zerkleinerung feiner und feinster Gutbetten (B 5),1998,2001,10349,Technische Universität Bergakademie Freiberg,4,,1000806
5140588,Einfluß von Adsorptionsschichten auf die Fließeigenschaften gasdurchstömter feinkörniger Schüttgüter (B 7),1998,2004,10349,Technische Universität Bergakademie Freiberg,7,,1111310
5140720,Beeinflussung der Kontaktaufladung von Kunststoffen durch Modifizierung ihrer Oberfläche (B 9),1998,2004,10349,Technische Universität Bergakademie Freiberg,7,,"1627767,1347772"
5140740,Einfluß der Heterogenität von Modelladsorptionsschichten auf die Partikelwechselwirkung (C 2),1998,2004,10349,Technische Universität Bergakademie Freiberg,7,,1627767
5140744,Maßgeschneiderte chemische Hilfsstoffe für Prozesse der mechanischen Verfahrenstechnik (C 3),1998,2004,10349,Technische Universität Bergakademie Freiberg,7,,1321458
5140757,Einfluß von Sammlergemischen auf die Flotation (C 4),1998,2001,10349,Technische Universität Bergakademie Freiberg,4,,1399392
5140764,Rheologie und Aggregationsverhalten konzentrierte Suspensionen (C 5),1998,2004,10349,Technische Universität Bergakademie Freiberg,7,,1384707
5140788,Einfluß von Zusatzstoffen auf die nasse Feinstmahlung in Rührwerksmühlen und auf die rheologischen Eigenschaften von Mahlgutsuspensionen (C 7),1998,2000,10349,Technische Universität Bergakademie Freiberg,3,,1000806
5346609,Der Mikroprozeß der Partikelhaftung in der Festkörperverfahrenstechnik ('Haftkraftmessung') (A 1),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1399510
5346621,Theorie der Struktur und Wechselwirkungen von auf mikrorauhen und heterogenen Flächen adsorbierten Monoschichten (A 4),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1384707
5346625,Maßgeschneiderte chemische Hilfsstoffe für Prozesse der Partikeltechnologie (A 5),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1321458
5346629,Rheologie und Aggregationsverhalten in konzentrierten Kaolinsuspensionen (A 6),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1384707
5346637,Untersuchungen zur Wirkung und Wirkungsweise von Gemischen anionaktive und kationaktiver Sammler bei der Flotation (A 8),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1399392
5346641,Der Einfluß von Zusatzstoffen auf die nasse Feinstmahlung (A 9),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1000806
5346649,Einfluß von Adsorptionsschichten auf die Fließeigenschaften gasdurchströmter feinkörniger Schüttgüter (A11),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1111310
5346657,Beeinflussung der Kontaktaufladung von Kunststoffen durch Modifizierung ihrer Oberfläche (A13),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1347772
5346661,Untersuchungen zur Flotierbarkeit verschiedener Kunststoffe und Kunststoffgemische (A14),1995,1998,10349,Technische Universität Bergakademie Freiberg,4,,1347772
49947558,Multi-Anvil-Hochdruckpresse,2007,2007,10349,Technische Universität Bergakademie Freiberg,1,,1444773
49987990,Elektronenstrahl-Universalanlage,2007,2007,10349,Technische Universität Bergakademie Freiberg,1,,1401348
53592907,Ablationslaser,2007,2007,10349,Technische Universität Bergakademie Freiberg,1,,1225725
54473466,"SFB 799: TRIP-Matrix-Composite - Design von zähen, umwandlungsverstärkten Verbundwerkstoffen und Strukturen auf Fe-ZrO2-Basis",2008,,10349,Technische Universität Bergakademie Freiberg,3,"Wärmeenergietechnik, Thermische Maschinen, Strömungsmechanik",1401348
58651716,500 MHz Lösungs-NMR-Spektrometer,2007,2007,10349,Technische Universität Bergakademie Freiberg,1,,1209325
63669726,Surround-Screen Virtual Reality Installation,2008,2008,10349,Technische Universität Bergakademie Freiberg,1,,1681816
76653718,Herstellung von TRIP-Matrix-Verbundwerkstoffen mittels Gießformgebung (A01),2008,,10349,Technische Universität Bergakademie Freiberg,3,,1612057
76817809,Design austenitischer Stahlgusswerkstoffe (A02),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"39011056,231121574,86955113"
76818294,Verdüsung von neuen austenitischen Stahlgusswerkstoffen mit TRIP-Effekt und Design der Partikeleigenschaften (A03),2008,2016,10349,Technische Universität Bergakademie Freiberg,9,,1601417
76858466,Herstellung austenitischer Stahlguss-Verbundwerkstoffe mit keramischen Strukturen durch Infiltration (S01),2008,2016,10349,Technische Universität Bergakademie Freiberg,9,,1666860
76920165,Bildsame Formgebung für die Herstellung von TRIP-Matrix-Compositen (A05),2008,2016,10349,Technische Universität Bergakademie Freiberg,9,,1612057
76920730,Sintern und Warmformgebung sowie Eigenschaftscharakterisierung (A06*),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"39011056,76920762,318530775,1683861"
76920924,Grenzflächen und mikrostrukturbezogene Deformationsmechanismen in TRIP-Matrix-Verbundwerkstoffen (B01),2008,,10349,Technische Universität Bergakademie Freiberg,3,,1817143
76921082,"Experimentelle und modellgestützte Charakterisierung des Festigkeits-,Verformungs- und Schädigungsverhaltens optimierter TRIPStahlmodifikationen bzw. TRIP-Matrix-Verbundwerkstoffe (B02)",2008,,10349,Technische Universität Bergakademie Freiberg,3,,"39011056,1817143"
76921340,Zyklisches Verformungs- und Ermüdungsverhalten (B03),2008,,10349,Technische Universität Bergakademie Freiberg,3,,1401348
76921382,Verformungs- und Ermüdungsverhalten bei mehrachsiger Beanspruchung (B04),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"231126293,1401348"
76921529,2D und 3D In-situ-Charakterisierung von Verformung und Schädigung (B05),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"1612057,163698245"
77371059,Strömungs- und Erstarrungssimulation (C01),2008,,10349,Technische Universität Bergakademie Freiberg,3,,1835726
77371205,Thermodynamische Modellierung von ZrO2-MgO Werkstoffen und von Stahl-ZrO2-Grenzflächen (C02),2008,,10349,Technische Universität Bergakademie Freiberg,3,,196659436
77371294,Thermodynamisch-mechanische Modellierung des TRIP- und TWIP-Effekts in austenitischem Stahlguss (C03),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"231121574,196659436"
77371360,Modellierung der Deformations- und Umwandlungsmechanismen in teilstabilisierter ZrO2-Keramik sowie des thermomechanischen Verhaltens von Keramik-Stahl-Verbundwerkstoffen (C04),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"318969730,1156871"
77390940,Werkstoffmechanische Modellierung des Verformungs- und Versagensverhaltens von partikelverstärkten Verbundwerkstoffen aus ZrO2-Keramik und TRIP-Stahl (C05),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"318969730,1156871"
77391814,Integriertes Graduiertenkolleg (MGK),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"1835726,1401348"
77411913,Öffentlichkeitsarbeit (Ö),2008,,10349,Technische Universität Bergakademie Freiberg,3,,1821005
77411993,Service-Projekt (Z01),2008,,10349,Technische Universität Bergakademie Freiberg,3,,"39011056,231126293"
77412189,Zentrales Verwaltungsprojekt des Sonderforschungsbereichs (Z02),2008,,10349,Technische Universität Bergakademie Freiberg,3,,1401348
79930927,Mikroraman-Labor,2008,2008,10349,Technische Universität Bergakademie Freiberg,1,,1225725
79951223,Gerät zur Durchführung von Heißzugversuchen,2009,2009,10349,Technische Universität Bergakademie Freiberg,1,,"1760090,272555044"
80033610,Schwingungsmessgerät (basierend auf Lasertechnik),2008,2008,10349,Technische Universität Bergakademie Freiberg,1,,988446
80176317,Schwebeschmelz-Kalttiegel-Anlage,2008,2011,10349,Technische Universität Bergakademie Freiberg,4,,1760090
80260303,Gesteinsfragmentierungslabor,2008,2008,10349,Technische Universität Bergakademie Freiberg,1,,1225725
80565712,Analytisches Rasterelektronenmikroskop,2008,2008,10349,Technische Universität Bergakademie Freiberg,1,,1287184
80606401,Gekoppeltes LC/GC-ICP-Massenspektrometer,2008,2008,10349,Technische Universität Bergakademie Freiberg,1,,1185069
80770440,Universalumformpresse,2008,2008,10349,Technische Universität Bergakademie Freiberg,1,,1683861
151881158,XPS/UPS Anlage (Röntgen- und UV-induzierte Photoelektronenspektroskopie),2009,2009,10349,Technische Universität Bergakademie Freiberg,1,,14004875
169148856,SFB 920: Multifunktionale Filter für die Metallschmelzefiltration - ein Beitrag zu Zero Defect Materials,2011,,10349,Technische Universität Bergakademie Freiberg,3,"Wärmeenergietechnik, Thermische Maschinen, Strömungsmechanik",1612057
174101287,"Digitales, höchstauflösendes FEG-Rasterelektronenmikroskop mit Focused Ion Beam Zusatz und Gas Injection System",2011,2011,10349,Technische Universität Bergakademie Freiberg,1,,1517809
179010251,Zweikammer-Plasmaätzanlage,2010,2010,10349,Technische Universität Bergakademie Freiberg,1,,1517809
179833559,Fourier-Transformations-Infrarot-Spektrometer (FTIR),2010,2010,10349,Technische Universität Bergakademie Freiberg,1,,1426561
196638664,Kohlenstoffgebundene Filterwerkstoffe und Filterstrukturen mit aktiven und reaktiven Funktionshohlräumen (A01),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"276426203,1612057"
196650177,Oxidhaltige Filterwerkstoffe und Filterstrukturen mit aktiven und reaktiven Funktionshohlräumen (A02),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1612057
196658916,Thermodynamik der Filterwand und der Einschlüsse (A03),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"1483452,196659436"
196693342,Wechselwirkung von keramischen Einschlüssen mit Filterwänden: Oberflächenenergien als treibende Kraft (A04),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1616188
196693869,Grenzflächenausbildung in aktiven und reaktiven Filterstrukturen sowie Phasenneubildung nach der Schmelzefiltration (A05),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1817143
196694685,Dynamische Grenzschichtgenerierung in einer Spark Plasma Sinteranlage (A06),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1817143
196762648,Erhöhung der Filtrationseffizienz von keramischen Tiefenfiltern durch Beeinflussung der Haftungsmechanismen (B01),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1827071
196763985,"Strömungsverhalten, Wärme- und Stofftransport in Verbundfilterstrukturen (B02)",2011,,10349,Technische Universität Bergakademie Freiberg,3,,113991371
196796370,Wärmetransporteigenschaften von Verbundfilterstrukturen (B03),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"196796548,1426561"
196865244,Maßgeschneiderte Agglomerate zur Erhöhung der Abscheideeffizienz (B04),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1827071
196865448,Modellierung und Bewertung des Thermoschock- und Druckfließverhaltens von keramischen Filterwerkstoffen und Filterstrukturen (B05),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"184388227,1156871"
196865570,Erfassung der Filtrationseffizienz von aktiven und reaktiven Filterwerkstoffen in Kontakt mit Metallschmelzen durch die Bestimmung von Clogging-Faktoren (C01),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1612057
196866012,Hochtemperatur-Festigkeit und Formstabilität von kohlenstoffgebundenen Filterwerkstoffen (C02),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1401348
196866140,Bestimmung der temperaturabhängigen bruch- und schädigungsmechanischen Eigenschaften keramischer Filterwerkstoffe mit Hilfe des Hochtemperatur Small Punch Tests (C03),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"184388227,1156871"
196866214,Experimentelle und stochastische Untersuchung des Einflusses von Einschlüssen auf die Ermüdungslebensdauer (C04),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"163698245,1401348"
196866283,"Einfluss von Materialinhomogenitäten auf das temperatur- und geschwindigkeitsabhängige Festigkeits-, Verformungs- und Versagensverhalten (C05)",2011,,10349,Technische Universität Bergakademie Freiberg,3,,39011056
197268520,Integriertes Graduiertenkolleg (MGK),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"1612057,1401348"
197275786,"Probenpräparation, Filtrationswirkungsgrad, Computertomographie (S01)",2011,,10349,Technische Universität Bergakademie Freiberg,3,,"1809330,1612057,1817143"
197276086,VR-basierte visuelle Analyse von Filtrationsprozessen (S02),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1681816
197283294,Aktive und Reaktive Filtration von Stahl- und Aluminiumschmelzen bei dünn- und dickwandigen Formguss (S03),2011,,10349,Technische Universität Bergakademie Freiberg,3,,"276868047,1896835,1666860"
197286571,Zentrale Aufgaben des Sonderforschungsbereichs (Z01),2011,,10349,Technische Universität Bergakademie Freiberg,3,,1612057
207092682,Automatisiertes Spaltspurendatierungssystem,2011,2011,10349,Technische Universität Bergakademie Freiberg,1,,1225725
208311805,Closed-loop controlled Ultraschallprüfmaschine mit 20kHz Prüffrequenz,2011,2011,10349,Technische Universität Bergakademie Freiberg,1,,1401348
208319944,Materialprüfmaschine mit Vakuum-/Schutzgaskammern und Induktionsheizung,2011,2011,10349,Technische Universität Bergakademie Freiberg,1,,1401348
223744530,Amphibien aus Perm und Trias der nördlichen Pangäa,2012,2015,10349,Technische Universität Bergakademie Freiberg,4,,1786561
231123275,Thermisches Elektronenstrahl(EB)-Fügen von Stahl-Keramik-Verbundwerkstoffen (A07),2013,,10349,Technische Universität Bergakademie Freiberg,3,,"170232683,1401348"
231126796,Elektrochemisches Korrosionsverhalten und Korrosionsschutz von hochlegierten TRIP-Stählen und TRIP-Matrix-Compositen (B06*),2013,,10349,Technische Universität Bergakademie Freiberg,3,,39011056
239916435,Servohydraulisches Axial-Torsional-Prüfsystem,2013,2013,10349,Technische Universität Bergakademie Freiberg,1,,39011056
239919465,Betriebsfestigkeitsprüffeld,2013,2013,10349,Technische Universität Bergakademie Freiberg,1,,1714617
240011285,System zur Echtzeitanalyse von solvensbasierten Prozessen (ESPro),2014,2014,10349,Technische Universität Bergakademie Freiberg,1,,1725360
243835353,System zur Simultanbestimmung von Reaktionswärmen und Partikelgrößen in Echtzeit (SiPRE),2014,2014,10349,Technische Universität Bergakademie Freiberg,1,,1725360
255037978,"Steuerung für die Kontiwarmwalzstraße für Stabstahl, Draht, Blech und Band",2014,2014,10349,Technische Universität Bergakademie Freiberg,1,,1683861
260123917,Vibroseis-Fahrzeug,2015,2015,10349,Technische Universität Bergakademie Freiberg,1,,1757223
260161677,Clustersystem für Niedertemperatur-Schichtabscheidung und Grenzflächenmodifikation,2014,2015,10349,Technische Universität Bergakademie Freiberg,2,,199850405
266675991,Hochauflösender Computertomograph (Nano-CT) mit Durchflusszelle,2015,2015,10349,Technische Universität Bergakademie Freiberg,1,,1827071
276858530,Schmelzefiltration bei kontinuierlichen Gießverfahren - Stahlstrangguss (B06*),2015,,10349,Technische Universität Bergakademie Freiberg,3,,1835726
276861138,Ermittlung des Wirkmechanismus und der Effizienz reaktiver Filter zur Vermeidung unerwünschter H2-Porosität im Aluminiumguss (C06*),2015,,10349,Technische Universität Bergakademie Freiberg,3,,"2014471,1589585"
313079000,Reinheitsgraderhöhung von Flüssigstahl (T01),2016,,10349,Technische Universität Bergakademie Freiberg,3,,"1835726,1612057"
313385842,Entfernung von Eisen aus Sekundäraluminium durch Metallschmelzefiltration (A07*),2016,,10349,Technische Universität Bergakademie Freiberg,3,,1798427
315588512,"Feldemissions-Rasterelektronenmikroskop mit EDX, EBSD und in situ Nanoindenter",2016,2016,10349,Technische Universität Bergakademie Freiberg,1,,1798427
317471001,LC-SPE-NMR-MS-Kombigerät,2016,2016,10349,Technische Universität Bergakademie Freiberg,1,,1611683
318386137,X-Ray-Photoelektronen-Spektrometer (XPS),2016,2016,10349,Technische Universität Bergakademie Freiberg,1,,1741449
319086149,Aufprallplatten für Aluminiumschmelzöfen auf Basis von korrosionsbeständigen TRIP-fähigen Stahl-Verbundwerkstoffen (T01),2016,,10349,Technische Universität Bergakademie Freiberg,3,,1612057
319090845,Herstellung von nichtrostendem und hochfestem Federband (T02),2016,,10349,Technische Universität Bergakademie Freiberg,3,,"1746728,231121574,1683861"
319094196,Herstellung von verschleißfestem (Keramik-)Stahlformguss für Zerkleinerungs- und Fördermaschinen durch Infiltration (T04),2016,,10349,Technische Universität Bergakademie Freiberg,3,,1896835
325196373,Bestimmung der Ermüdungslebensdauer und der Anrissursachen von Stahl-Kolben-Legierungen im VHCF-Bereich bei erhöhten Temperaturen (T02*),2016,,10349,Technische Universität Bergakademie Freiberg,3,,"163698245,1401348"
325205802,Anlage zum Selektiven Elektronenstrahlschmelzen (SEBM),2016,2016,10349,Technische Universität Bergakademie Freiberg,1,,1401348
325211456,Vakuum-Induktionstiegelofen-Schmelzanlage,2016,2016,10349,Technische Universität Bergakademie Freiberg,1,,1896835
325211819,Zwei-Kammer-Vakuum-Induktionsschmelzanlage mit Kokillen- und Strangabzug,2016,2016,10349,Technische Universität Bergakademie Freiberg,1,,86955113
361116310,Mahlkreislaufversuchsstand mit Wälzmühle,2017,2017,10349,Technische Universität Bergakademie Freiberg,1,,271615485
382369533,Aktive und Reaktive Filtration von Stahl- und Aluminiumschmelzen bei dünn- und dickwandigen Formguss (E01 (Jäckel)),2017,2018,10349,Technische Universität Bergakademie Freiberg,2,,"276868047,1896835"
386319757,Kombiniertes Rasterkraft- und Rastertunnelmikroskop (AFM-STM),2017,2017,10349,Technische Universität Bergakademie Freiberg,1,,14004875
386482693,Universalbohrgerät,2017,2017,10349,Technische Universität Bergakademie Freiberg,1,,194343266
388770302,"Mikrostrukturelle Mechanismen der Stahlmatrix – Interaktion von Versetzungsdynamik, Phasenumwandlung und Zwillingbildung (C09#)",2017,,10349,Technische Universität Bergakademie Freiberg,3,,206431944
388770770,Mehrskalenmodellierung der thermomechanischen Eigenschaften von austenitischen TRIP/TWIP-Stählen unter Berücksichtigung von Textureffekten (C10#),2017,,10349,Technische Universität Bergakademie Freiberg,3,,53715833
390144544,Thermionen-Massen-Spektrometer (TIMS),2017,2017,10349,Technische Universität Bergakademie Freiberg,1,,1407377
395240765,Elektronenstrahlmikroanalysator mit wellenlängendispersiven Röntgenspektrometern,2018,2018,10349,Technische Universität Bergakademie Freiberg,1,,1817143
395259190,Röntgendiffraktometer mit HT-Kammer und CT-Detektor,2018,2018,10349,Technische Universität Bergakademie Freiberg,1,,1612057
396704276,700 MHz NMR-Spektrometer,2018,2018,10349,Technische Universität Bergakademie Freiberg,1,,1362988
268879,GRK 8: Quantitative Analyse und Charakterisierung pharmazeutisch und biochemisch relevanter Substanzen (Analytische Chemie),1995,2004,10051,Eberhard Karls Universität Tübingen,10,,1063271
271625,GRK 286: Pragmatisierung / Entpragmatisierung: Literatur als Spannungsfeld autonomer und heteronomer Bestimmungen,1996,2002,10051,Eberhard Karls Universität Tübingen,7,,"1134726,252775,1170711,1138083,1190384,1040170,1053252,1128810,252773"
272029,GRK 354: Die Bibel - ihre Entstehung und ihre Wirkung,1997,2004,10051,Eberhard Karls Universität Tübingen,8,,1118140
272431,GRK 442: Anatolien und seine Nachbarn. Kulturelle Wechselwirkungen und Zivilisationsentwicklung vom Neolithikum bis in die römische Kaiserzeit,1998,2004,10051,Eberhard Karls Universität Tübingen,7,,1216021
272443,GRK 443: Wissenserwerb und Wissensaustausch mit neuen Medien,1999,2007,10051,Eberhard Karls Universität Tübingen,9,,1096591
272775,"GRK 530: Lebensstile, soziale Differenzen und Gesundheitsförderung",2000,2002,10051,Eberhard Karls Universität Tübingen,3,,1366226
272863,"GRK 554: Unternehmensentwicklung, Marktprozesse und Regulierung in dynamischen Entscheidungsmodellen",1999,2008,10051,Eberhard Karls Universität Tübingen,10,,"1445744,834267,1457625,1729139,834342,1665592,1429834,1467953,1746887,1505613,1200968"
273235,"GRK 683: Hadronen im Vakuum, in Kernen und Sternen",2001,2009,10051,Eberhard Karls Universität Tübingen,9,,828482
273241,GRK 685: Infektionsbiologie: human- und pflanzenpathogene Bakterien und Pilze,2001,2010,10051,Eberhard Karls Universität Tübingen,10,Grundlagen der Biologie und Medizin,"1072086,1380660,1452712,1334593,1677471,1086026"
273435,GRK 778: Kognitive Neurobiologie,2002,2005,10051,Eberhard Karls Universität Tübingen,4,,"1306743,1077076,1177853,1427020,6344,1002572"
273447,GRK 785: Globale Herausforderungen - transnationale und transkulturelle Lösungswege,2002,2008,10051,Eberhard Karls Universität Tübingen,7,,1233615
273479,GRK 794: Zellbiologische Mechanismen immunassoziierter Prozesse,2002,2011,10051,Eberhard Karls Universität Tübingen,10,,"1820883,6172,259941,1696362,1650284,59348548"
273615,GRK 889: Bioethik - Zur Selbstgestaltung des Menschen durch Biotechniken,2004,2012,10051,Eberhard Karls Universität Tübingen,9,Grundlagen der Biologie und Medizin,"1450348,1907918,1177853,12631256,1676305,1154605,1045555,252196,1095990,32459666,260005,1002572"
5078190,Relativistische Teilchenmethoden (A 7),1998,2000,10051,Eberhard Karls Universität Tübingen,3,,1336375
5080992,Analyse der autophagocytose in Saccharomyces cerevsiae (A10),1997,2003,10051,Eberhard Karls Universität Tübingen,7,,1392878
5082120,Klimaeinfluss und molekulare Biodiversität terrestrischer Organismen (D 4),1998,2001,10051,Eberhard Karls Universität Tübingen,4,,5644
5083712,Reaktion mariner Ökosysteme auf globale Abkühlungsphasen - überregionale Vergleiche am Beispiel der späten Oberkreide (A 5),1998,2001,10051,Eberhard Karls Universität Tübingen,4,,5653
5083726,Die paläolithische Besiedlungsgeschichte Süddeutschlands als klimagekoppelter Prozeß (C 8),1998,2001,10051,Eberhard Karls Universität Tübingen,4,,1475985
5089804,Bedeutung nicht enzymatisch glykierter Proteine für entzündliche Darmerkrankungen (B 3),1998,2001,10051,Eberhard Karls Universität Tübingen,4,,"988958,1198081"
5156450,Particle-in-Cell-Monte-Carlo-Teilchensimulationen (A 9),1999,2000,10051,Eberhard Karls Universität Tübingen,2,,1335646
5167588,Gott im Krieg. Zum Wandel religiöser Plausibilitäten um 17OO und zwischen 1900 und 1950 (G 01),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,1496930
5167606,Jüdische Geschichtsdeutungen in Chroniken und der liturgischen Literatur aus der Zeit der Verfolgungen unter Bohdan Chmel nyc kyj (1648/49) (G 02),1999,2005,10051,Eberhard Karls Universität Tübingen,7,,1425363
5167612,Permanente Kriegserfahrung: Raumkonstruktion und Lebensformen in der Österreichischen Militärgrenze als Ergebnis von Kriegserfahrungen (B 03),1999,2005,10051,Eberhard Karls Universität Tübingen,7,,1055302
5167618,"Neusiedler im verheerten Land - Kriegsfolgenbewältigung, Wiederaufbau und Migration in der Mark Brandenburg und in Baden nach den Kriegen des 17. Jahrhunderts (B 4)",1999,2001,10051,Eberhard Karls Universität Tübingen,3,,5202
5167638,"Krieg als Nationsbildner? - Kriegserfahrung, Entstehung und Umdeutung moderner Nationen (C 01)",1999,2008,10051,Eberhard Karls Universität Tübingen,10,,5877
5167644,Training für den Krieg (C 04),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,1858505
5167650,Nationale Desintegration und Integration als Folgen des Ersten Weltkrieges (C 5),1999,2001,10051,Eberhard Karls Universität Tübingen,3,,5202
5167656,Das symbolische Archiv der Medialisierung (D 4),1999,2004,10051,Eberhard Karls Universität Tübingen,6,,1251910
5167662,Konstruktion der Erfahrungen des Ersten Weltkriegs wischen Moderne und Tradition (D 05),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,1376478
5167706,Technische Großprojekte (E 4),1999,2004,10051,Eberhard Karls Universität Tübingen,6,,"1749679,1244098,1609384"
5167712,Zentrale Geschäftsstelle (Z),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,5877
5167718,Repräsentation und Erschließung linguistischer Daten (A 01),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,"1603704,1104692"
5167731,Linguistische Beschreibungsstrukturen als Datentypen (A 02),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,1190537
5167744,Suboptimale syntaktische Strukturen (A 03),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,1582735
5167750,Korpusbasierte Untersuchung von Anrede und Höflichkeit in den slavischen Sprachen (B 1),1999,2004,10051,Eberhard Karls Universität Tübingen,6,,1638661
5167756,Universale und typologische Aspekte der Polarität (B 2),1999,2001,10051,Eberhard Karls Universität Tübingen,3,,1380162
5167770,Verarbeitung und Erwerb koordinierender Strukturen im Deutschen (B 03),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,"1582766,1784151"
5167788,Informationsstruktur: formale Theorien und Experimente (B 5),1999,2002,10051,Eberhard Karls Universität Tübingen,4,,1423734
5167800,Korpusbasierte Untersuchung der v/t/n-Deiktika im Bosnischen/Kroatischen/Serbischen in (spontan) gesprochener und (reflektiert) geschriebener Sprache. Exophorisch vs. endophorisch (B 8),1999,2002,10051,Eberhard Karls Universität Tübingen,4,,1435631
5167812,Typologie und logische Form der Satznegation (B10),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,1288178
5167818,Zentrale Aufgaben für den SFB (Z),1999,2008,10051,Eberhard Karls Universität Tübingen,10,,6187
5175296,Linguistische Datenstrukturen: Sprachübergreifende Annotationen und Datenklassen (C),2000,2001,10051,Eberhard Karls Universität Tübingen,2,,6187
5185378,Parellelisierung von R-Matrix-Verfahren (C11),1999,2000,10051,Eberhard Karls Universität Tübingen,2,,1335646
5212008,Axonale Lenkung in vitro und in vivo (B12),2000,2002,10051,Eberhard Karls Universität Tübingen,3,,1655727
5212553,Molekulare und synaptische Mechanismen sensorisch-autonomer Integration im pontomedullären Hirnstamm der Ratte und deren postnatale Ontogenese (C 9),2000,2002,10051,Eberhard Karls Universität Tübingen,3,,1100058
5223516,Zellspezifikation und Zellwanderung bei der Organogenese von Drosophila melanogaster (B11),1999,2006,10051,Eberhard Karls Universität Tübingen,8,,1529536
5227926,Adaptive Verfahren und hierarchische Datenstrukturen zur Integration von Datenanalyse und Visualisierung (D 06),1999,2006,10051,Eberhard Karls Universität Tübingen,8,,1554846
5232096,Mechanismen des Ortsgedächtnisses: Aufgabenabhängigkeit und Flexibilität (A 5),2000,2003,10051,Eberhard Karls Universität Tübingen,4,,1177853
5232102,Adaptives Verhalten echoortender Fledermäuse bei der Wahrnehmung von Raum und Beute und bei der Kommunikation (A06),2000,2009,10051,Eberhard Karls Universität Tübingen,10,,"18552633,6344"
5232126,Objekt- und Szenenerkennung durch Interaktion (B 2),2000,2002,10051,Eberhard Karls Universität Tübingen,3,,1427020
5232138,Psychophysiologie der bewussten Erkennung und Handlung (B03),2000,2006,10051,Eberhard Karls Universität Tübingen,7,,1506533
5232142,Neuronale Grundlagen des Erkennens und der Steuerung affektiver Ausdrucksmotorik: Gestik und Mimik des Menschen (B 4),2000,2002,10051,Eberhard Karls Universität Tübingen,3,,"1302882,1676530"
5232148,Brain-Computer Interfaces (BCI): Kommunikation und Bewegungsrekonstruktion durch Klassifikation von Hirnzuständen (B05),2000,2009,10051,Eberhard Karls Universität Tübingen,10,,1002572
5232154,Zielklassifikation mit adaptiv-mobilem Biosonar (B 6),2000,2002,10051,Eberhard Karls Universität Tübingen,3,,6344
