person_id,person_name,institution_id,institution_name
1394470,Professor Dr. Hans-Werner Fischer-Elfert,10351,Universität Leipzig
452622,"Dr. Mike Francke, Ph.D.",10351,Universität Leipzig
1388818,Professor Dr. Hartmut Zwahr,10351,Universität Leipzig
1642419,Professorin Dr. Anja Widdig,10351,Universität Leipzig
1069329,Professor Dr. Athanassios Giannis,10351,Universität Leipzig
258174,Professor Dr. Friedbert Prüfer,10351,Universität Leipzig
1433499,Professor Dr. Martin Middendorf,10351,Universität Leipzig
1022760,Professor Dr. Dieter Burdorf,10351,Universität Leipzig
1045542,Professor Dr. Kurt Engeland,10351,Universität Leipzig
198662465,Dr. Axel-Cyrille Ngonga Ngomo,10351,Universität Leipzig
1066480,Professor Dr. Rolf Gebhardt,10351,Universität Leipzig
268339774,Dr. Catherine Gunzenhauser,10351,Universität Leipzig
87528812,Professor Dr. Oliver Oeckler,10351,Universität Leipzig
15928956,Dr. Judith Brinkschulte,10351,Universität Leipzig
1652791,Professor Dr. Steffen Roßner,10351,Universität Leipzig
1631288,Professorin Dr. Michaela Schulz-Siegmund,10351,Universität Leipzig
1354894,Professorin Dr. Monika Krüger,10351,Universität Leipzig
1136324,Professorin Dr. Verena Klemm,10351,Universität Leipzig
1754463,Dr. Farouk F. Grewing,10351,Universität Leipzig
1026044,Professor Dr. Gernot von Collani,10351,Universität Leipzig
1645693,Dr. Annette Hupfloher,10351,Universität Leipzig
1407246,Professorin Dr. Monika Wohlrab-Sahr,10351,Universität Leipzig
988296,Professorin Dr. Dorothee Alfermann,10351,Universität Leipzig
1829827,Professorin Dr. Maren Möhring,10351,Universität Leipzig
1629498,Professor Dr. Klaus Fitschen,10351,Universität Leipzig
214958033,Dr. Hanna Jaeger,10351,Universität Leipzig
250084562,Dr. John Heiker,10351,Universität Leipzig
1270866,Professorin Dr. Charlotte Schubert,10351,Universität Leipzig
1368075,Professor Dr. Nikolaos Psarros,10351,Universität Leipzig
1362080,Professor Dr. Paul Anthony Stevenson,10351,Universität Leipzig
210424063,Dr. Stefan Höhme,10351,Universität Leipzig
1234892,Professorin Dr. Ortrun Riha,10351,Universität Leipzig
20067533,Privatdozentin Dr. Kornelia Zeckert,10351,Universität Leipzig
1581522,Professor Dr. Gerhard Brewka,10351,Universität Leipzig
1426360,Professor Dr. Torsten Schöneberg,10351,Universität Leipzig
1377884,Privatdozent Dr. Hans-Gert Gräbe,10351,Universität Leipzig
1408066,Professor Dr. Wolfgang Ratzmann,10351,Universität Leipzig
1575318,Professor Dr. Gereon Müller,10351,Universität Leipzig
1462811,Privatdozent Dr. Thomas Zimmermann,10351,Universität Leipzig
1037499,Professorin Dr. Birgit Dräger,10351,Universität Leipzig
1223622,Dr. Wolfgang Quapp,10351,Universität Leipzig
1118982,Professor Dr. Wolfhard Janke,10351,Universität Leipzig
201255467,Dr. Lisa Bachmann,10351,Universität Leipzig
1011273,Professor Dr. Rolf Böttcher,10351,Universität Leipzig
1646138,Privatdozent Dr. Johannes Kacza,10351,Universität Leipzig
113950197,Dr. Irene Coin,10351,Universität Leipzig
1001072,Professor Dr. Ulrich Behn,10351,Universität Leipzig
1515263,Professor Dr. Klaus-Peter Matschke,10351,Universität Leipzig
1705041,Professorin Dr. Ursula Rao,10351,Universität Leipzig
254820,Privatdozent Dr. Ulf Messow,10351,Universität Leipzig
1671098,Professor Dr. Michael Lorenz,10351,Universität Leipzig
1812934,Privatdozentin Dr. Daisy Rotzoll,10351,Universität Leipzig
6686,Professorin Dr. Anita Steube,10351,Universität Leipzig
1409672,Professor Dr. Ingolf Max,10351,Universität Leipzig
1413845,Professor Dr. Christoph Kleine,10351,Universität Leipzig
27378058,Professor Dr. Thomas Bruckner,10351,Universität Leipzig
1583453,Dr. Frank Bringezu,10351,Universität Leipzig
1342309,Privatdozentin Dr. Cornelia Engler,10351,Universität Leipzig
1450065,Professor Dr. Gerd Rudolph,10351,Universität Leipzig
1692919,Professor Dr. Roger Berger,10351,Universität Leipzig
260570337,Dr. Sabrina Höbel,10351,Universität Leipzig
1194102,Professor Dr. Hermann Müller,10351,Universität Leipzig
1855303,Dr. Andrea Berlich,10351,Universität Leipzig
1415169,Professor Dr. Harald Krautscheid,10351,Universität Leipzig
1114982,Privatdozent Dr. Bernd Hunger,10351,Universität Leipzig
1397380,Professor Dr. Peter Seibel,10351,Universität Leipzig
264729972,Dr. Madlen Matz-Soja,10351,Universität Leipzig
1464467,Dr. Regina Metze,10351,Universität Leipzig
76366848,Dr. Nadja Rüger,10351,Universität Leipzig
1410809,Professor Dr. Frank Gaunitz,10351,Universität Leipzig
1143627,Professorin Dr. Anne Koenen,10351,Universität Leipzig
232311495,Dr. Mathias Ulrich,10351,Universität Leipzig
1842423,Privatdozentin Dr. Jane Neumann,10351,Universität Leipzig
1265405,Privatdozentin Dr. Astrid Schön,10351,Universität Leipzig
24654160,Privatdozent Dr. Robert Kraft,10351,Universität Leipzig
253136823,Dr. Melanie Augstein,10351,Universität Leipzig
235080174,Dr. Silke Gülker,10351,Universität Leipzig
227918642,Professor Detlef Briel,10351,Universität Leipzig
1659153,Professor Dr. Ralf Hoffmann,10351,Universität Leipzig
1790646,Professor Dr. Rainer Cermak,10351,Universität Leipzig
39051752,Professor Dr. Dirk Oschmann,10351,Universität Leipzig
1267349,Professor Dr. Erich Schröger,10351,Universität Leipzig
1761189,Professor Dr. Christian Wirth,10351,Universität Leipzig
1469921,Professor Dr. Detlev Belder,10351,Universität Leipzig
1444990,Professor Dr. Reinhard Denecke,10351,Universität Leipzig
1461266,Professor Dr. Ulf Engel,10351,Universität Leipzig
234756886,Dr. Agnieszka Kuc,10351,Universität Leipzig
1870752,Professorin Dr. Anja Hilbert,10351,Universität Leipzig
1721267,Privatdozent Dr. Max Holzer,10351,Universität Leipzig
1090066,Professor Dr. Jürgen Haase,10351,Universität Leipzig
35286461,Professorin Dr. Claudia Tanja Mierke,10351,Universität Leipzig
989138,Dr. Otmar Asperger,10351,Universität Leipzig
1628966,Professorin Dr. Uta Kösser,10351,Universität Leipzig
1445903,Professor Dr. Erich Miersemann,10351,Universität Leipzig
1143610,Professor Dr. Michael Korn,10351,Universität Leipzig
94574204,Professor Dr. Andreas Brockmann,10351,Universität Leipzig
1220356,Professor Dr. Andreas Pöppl,10351,Universität Leipzig
220558828,Dr. Dietlind Kremer,10351,Universität Leipzig
1377251,Professor Dr. Friedrich Kremer,10351,Universität Leipzig
320305239,Dr. Simone Cesarz,10351,Universität Leipzig
219649578,Professor Dr. Christoph Baums,10351,Universität Leipzig
239225815,Dr. Christina E. Weinberg,10351,Universität Leipzig
1101854,Professor Dr. Günther Heeg,10351,Universität Leipzig
452611,Professorin Dr. Andrea A. Robitzki,10351,Universität Leipzig
1708654,Professor Dr. Knut R. Asmis,10351,Universität Leipzig
1583359,Professor Dr. Ralf Moritz,10351,Universität Leipzig
1234304,Professorin Dr. Monika Ritzer,10351,Universität Leipzig
1854317,Professor Dr. Wolfgang Huschner,10351,Universität Leipzig
1816098,Privatdozentin Dr. Bettina Heiderhoff,10351,Universität Leipzig
1259934,Professor Dr. Herbert Schmiedel,10351,Universität Leipzig
1432756,Professor Dr. Christoph Schneider,10351,Universität Leipzig
1132664,Professor Dr. Reinhard Kirmse,10351,Universität Leipzig
1880989,Professor Dr. Per K. Sørensen,10351,Universität Leipzig
1339553,Professor Dr. Heinz-Gerd Zimmer,10351,Universität Leipzig
1047463,Professor Dr. Pablo David Esquinazi,10351,Universität Leipzig
1078414,Professor Dr. Marius Grundmann,10351,Universität Leipzig
179875111,Dr. Evelyn Jäkel,10351,Universität Leipzig
1416533,Professor Dr. Arnulf Kutsch,10351,Universität Leipzig
287281670,Dr. Annegret Richter,10351,Universität Leipzig
1289871,Professor Dr. Rüdiger Steinmetz,10351,Universität Leipzig
225243892,Dr. Marc Brose,10351,Universität Leipzig
1764573,Professor Dr. Christoph Zielhofer,10351,Universität Leipzig
80320500,Professorin Dr. Angelika Berlejung,10351,Universität Leipzig
1814009,Professor Dr. Ulrich Hartmann,10351,Universität Leipzig
1448329,Professor Dr. Armin Kohnle,10351,Universität Leipzig
1501765,Professor Dr. Hartmut Keil,10351,Universität Leipzig
1726434,Professor Dr. Michael Schaefer,10351,Universität Leipzig
1621472,Dr. Jörg Galle,10351,Universität Leipzig
1350850,Professor Dr.-Ing. Christoph Lindemann,10351,Universität Leipzig
168534309,Dr. Rüdiger Schmidt-Grund,10351,Universität Leipzig
1408376,Professor Dr. Manfred Wendisch,10351,Universität Leipzig
69567997,Professor Dr. Walter Brehm,10351,Universität Leipzig
286512125,Dr. Sebastien Pezzagna,10351,Universität Leipzig
247982735,Professorin Dr. Barbara Schlücker,10351,Universität Leipzig
1374982,Professor Dr. Wolfgang Gärtner,10351,Universität Leipzig
314391202,Dr. Sebastian Herrmann,10351,Universität Leipzig
1798494,Dr. Christoph Muster,10351,Universität Leipzig
1677564,Professor Dr. Per Kjeld Sörensen,10351,Universität Leipzig
1504694,Privatdozent Dr. Helmut Knoll,10351,Universität Leipzig
1172156,Professor Dr. Stephan Luckhaus,10351,Universität Leipzig
44110635,Dr. Alexander Vogel,10351,Universität Leipzig
1622413,Privatdozent Dr. Dietrich Raue,10351,Universität Leipzig
232654842,Charlotte Bauer,10351,Universität Leipzig
1001453,Dr. Michael Beyer,10351,Universität Leipzig
1213828,Professor Dr. Thomas Pechmann,10351,Universität Leipzig
65758370,Dr. Kornelia Sammet,10351,Universität Leipzig
223432885,Dr. Olaf Czaja,10351,Universität Leipzig
1019415,Professor Dr. Klaus Burger,10351,Universität Leipzig
389190059,"Professor Artem Sapozhnikov, Ph.D.",10351,Universität Leipzig
1869289,Privatdozent Dr. Ivan Milenkovic,10351,Universität Leipzig
195610958,Dr. Fabian Heck,10351,Universität Leipzig
1868392,Professorin Dr. Kirsten Zeitler,10351,Universität Leipzig
1067806,Dr. Volker Geist,10351,Universität Leipzig
1121472,Professor Dr. Adam Jones,10351,Universität Leipzig
232156647,Dr. Thomas-Paul Hack,10351,Universität Leipzig
1843217,Dr. Marco Weber,10351,Universität Leipzig
1296956,Professor Dr. Rüdiger Szargan,10351,Universität Leipzig
1235579,Professorin Dr. Sabine Rieckhoff,10351,Universität Leipzig
1525060,Dr. Thomas Pannicke,10351,Universität Leipzig
184095622,Dr. Heike Schönherr,10351,Universität Leipzig
244560303,Professorin Dr. Nina Topintzi,10351,Universität Leipzig
234742875,Dr. Hanna Walsdorf,10351,Universität Leipzig
192827704,Privatdozent Dr. Andreas Schuldt,10351,Universität Leipzig
1354446,Dr. Volker Riede,10351,Universität Leipzig
1862718,Dr. Michael Bachmann,10351,Universität Leipzig
1621345,Professorin Dr. Ute Kunzmann,10351,Universität Leipzig
393725933,Dr. Eva Zimmermann,10351,Universität Leipzig
1606443,Professor Dr. Roger Gläser,10351,Universität Leipzig
1522550,Professorin Dr. Karen Nieber,10351,Universität Leipzig
1190978,Professorin Dr. Gisela Mohr,10351,Universität Leipzig
1350358,Professor Dr. Reinhold Haberlandt,10351,Universität Leipzig
1028735,Dr. Erik Danckwardt,10351,Universität Leipzig
1302755,Professor Dr. Alfonso de Toro,10351,Universität Leipzig
29242142,Privatdozent Dr. Tim Kerig,10351,Universität Leipzig
167288809,Dr. Ines Conrad,10351,Universität Leipzig
268236350,Dr. Antje Brüser,10351,Universität Leipzig
37211094,Dr. Holger Römpler,10351,Universität Leipzig
246548355,Dr. Muslim Dvoyashkin,10351,Universität Leipzig
289782569,Dr. Sarah Ruth Sippel,10351,Universität Leipzig
1498133,Professor Dr. Daniel Huster,10351,Universität Leipzig
6500,Professor Dr. Gerd Tetzlaff,10351,Universität Leipzig
1748561,Dr. Peter Schikowsky,10351,Universität Leipzig
1804157,Professor Dr. Wolfgang Zimmermann,10351,Universität Leipzig
1324891,Professor Dr. Gerhard Wendt,10351,Universität Leipzig
1595881,"Dr. Sigrid Lipka, Ph.D.",10351,Universität Leipzig
1683013,Dr. Detlef Bernhard,10351,Universität Leipzig
1818690,Professor Dr. Gero Strauß,10351,Universität Leipzig
1391211,Privatdozent Dr. Horst Ludger Vörtler,10351,Universität Leipzig
12631230,Dr. Hans von Suchodoletz,10351,Universität Leipzig
258451591,Dr. Janina Burk,10351,Universität Leipzig
71104147,Dr. Susanne Kämmerer,10351,Universität Leipzig
194090276,Lechoslaw Jocz,10351,Universität Leipzig
23773580,Professor Dr. Frank M. Lütze,10351,Universität Leipzig
27050943,Professor Dr. Eliahu Franco,10351,Universität Leipzig
375977690,Privatdozent Dr. Holger Perlt,10351,Universität Leipzig
1226024,Professor Dr.-Ing. Erhard Rahm,10351,Universität Leipzig
1376858,Professor Dr. Gerd Poeggel,10351,Universität Leipzig
1354160,Professor Dr. Berthold Kersting,10351,Universität Leipzig
1800530,Dr. André Pampel,10351,Universität Leipzig
1115707,Professor Dr. Dieter Ihle,10351,Universität Leipzig
220277462,Dr. Daniel Piehler,10351,Universität Leipzig
1136196,Professor Dr. Gotthard Klose,10351,Universität Leipzig
1005727,Professor Dr. Manfred Blessing,10351,Universität Leipzig
1730890,Professor Dr. Manfred Röber,10351,Universität Leipzig
1610593,Privatdozent Dr. Marcus Wagner,10351,Universität Leipzig
255128,Professor Dr. Kurt Eger,10351,Universität Leipzig
187007671,Professor Dr. Andreas Stephan Thum,10351,Universität Leipzig
1404371,Professor Dr. Helmut Loos,10351,Universität Leipzig
58612598,Professor Dr. Dirk Quadflieg,10351,Universität Leipzig
210252250,Privatdozent Dr. Tobias Luck,10351,Universität Leipzig
1053879,Dr. Sabine Fiedler,10351,Universität Leipzig
1628917,Professor Dr. Wolfgang Hörner,10351,Universität Leipzig
1518065,Professor Dr. Jan Meijer,10351,Universität Leipzig
274888272,Dr. Franziska Dengler,10351,Universität Leipzig
1079578,Professor Dr. Siegbert Grande,10351,Universität Leipzig
169740719,Privatdozentin Dr. Wiebke Kristin Fenske,10351,Universität Leipzig
1804204,Dr. Dirk Christopher Leuschner,10351,Universität Leipzig
1740107,Professorin Dr. Foteini Kolovou,10351,Universität Leipzig
318650359,Dr. Annekathrin Weise,10351,Universität Leipzig
1652352,Professor Dr. Ingo Bechmann,10351,Universität Leipzig
204179273,Professor Dr. Stefan Hallermann,10351,Universität Leipzig
314692853,Dr. Wolf-Dietmar Hütteroth,10351,Universität Leipzig
1401418,Professor Dr. Jörg Gertel,10351,Universität Leipzig
1366137,Professor Dr. Norbert Sträter,10351,Universität Leipzig
219992154,Dr. Björn C. Rall,10351,Universität Leipzig
1115854,Professor Dr. Peter Illes,10351,Universität Leipzig
1301023,Professor Dr.-Ing. Rolf Thiele,10351,Universität Leipzig
33402028,Professor Dr. Thorsten Schneider,10351,Universität Leipzig
189588940,Privatdozent Dr. Markus Morawski,10351,Universität Leipzig
1280187,Professor Dr. Hannes Siegrist,10351,Universität Leipzig
1750311,Privatdozent Dr. Michael Henkel,10351,Universität Leipzig
1433792,Privatdozentin Dr. Heike Franke,10351,Universität Leipzig
314232245,Dr. Francisca S. Rodriguez,10351,Universität Leipzig
1720178,Dr. Sven Friedel,10351,Universität Leipzig
1067798,Professor Dr. Bodo Geyer,10351,Universität Leipzig
208050100,Dr. Doreen Thor,10351,Universität Leipzig
1554794,Professor Dr. Reimund Goss,10351,Universität Leipzig
1873705,Privatdozent Dr. Thomas Hase,10351,Universität Leipzig
160892079,Professorin Dr. Rebecca Pates,10351,Universität Leipzig
363750468,"Dr. Therese Mieth, Ph.D.",10351,Universität Leipzig
1254342,Professor Dr. Martin Schlegel,10351,Universität Leipzig
320283576,Dr. Jan-David Hardtke,10351,Universität Leipzig
1450669,Professor Dr. Jörg D. Jescheniak,10351,Universität Leipzig
1331153,Professor Dr. Harald Wiese,10351,Universität Leipzig
123165809,Professor Dr. Manfred Rudersdorf,10351,Universität Leipzig
282968831,Professor Dr. Finn Kristian Hansen,10351,Universität Leipzig
1454694,Professor Dr. Alfred Winter,10351,Universität Leipzig
1028223,Professor Dr. Arwid Daugschies,10351,Universität Leipzig
248331770,Dr. Bastian Thaa,10351,Universität Leipzig
1109097,Professorin Dr. Angelika Hoffmann-Maxis,10351,Universität Leipzig
171224507,Professor Dr. Nico Eisenhauer,10351,Universität Leipzig
183297080,Privatdozentin Dr. Denisa Bordag,10351,Universität Leipzig
1017805,Professor Dr. Ortwin Brede,10351,Universität Leipzig
65205922,Professorin Dr. Alexandra Nora Müllner-Riehl,10351,Universität Leipzig
1661477,Professor Dr. Bernd Rosenow,10351,Universität Leipzig
1421685,Professor Dr. Volker Bigl,10351,Universität Leipzig
1841501,Dr. Alexander Weiß,10351,Universität Leipzig
39666173,Professor Dr. Michael Vohland,10351,Universität Leipzig
1709611,Professor Dr. Bernd Kirstein,10351,Universität Leipzig
1423322,Professorin Dr. Barbara Stiebels,10351,Universität Leipzig
83371472,"Professor Dr. Gregory R. Crane, Ph.D.",10351,Universität Leipzig
1374352,Professor Dr. Wolf-Dietrich Einicke,10351,Universität Leipzig
1820048,Professor Dr. Michael Ziese,10351,Universität Leipzig
1242583,Professor Dr. Rudolf Rübsamen,10351,Universität Leipzig
189947055,Professor Dr. Patrick Donges,10351,Universität Leipzig
268914897,Dr. Margrit Löbner,10351,Universität Leipzig
1294852,Professor Dr. Bernhard Streck,10351,Universität Leipzig
168703011,Professor Dr. Peter Hildebrand,10351,Universität Leipzig
132033563,Privatdozentin Dr. Silke Steets,10351,Universität Leipzig
1456656,Professor Dr. Werner Metz,10351,Universität Leipzig
252272960,Professorin Dr. Sandhya Sundaresan,10351,Universität Leipzig
1680728,Privatdozent Dr. Joachim Apel,10351,Universität Leipzig
1453789,Professor Dr. Thomas Bartelborth,10351,Universität Leipzig
1646126,Professor Dr. Johannes-Erdmann Seeger,10351,Universität Leipzig
29386686,Professor Dr. Bernd Süssmuth,10351,Universität Leipzig
206676799,Dr. Matthias John,10351,Universität Leipzig
1409054,Professor Dr. Thomas Voss,10351,Universität Leipzig
1284160,Professorin Dr. Katharina Spanel-Borowski,10351,Universität Leipzig
1628852,Professor Dr. Ulrich von Hehl,10351,Universität Leipzig
175003594,Professor Dr. Dirk Enke,10351,Universität Leipzig
80299663,Dr. Ingo Breuer,10351,Universität Leipzig
1741893,Professor Dr. Jochen Trommer,10351,Universität Leipzig
1179359,Professor Dr. Thomas Magin,10351,Universität Leipzig
339094056,Dr. Martin Gericke,10351,Universität Leipzig
79665065,Dr. Christian Chmelik,10351,Universität Leipzig
1354966,Professor Dr. Matthias M. Müller,10351,Universität Leipzig
1101613,Privatdozent Dr. Martin Helmstedt,10351,Universität Leipzig
1456916,Professor Dr. Holger Kohlmann,10351,Universität Leipzig
32132120,Professor Dr. Philip Clart,10351,Universität Leipzig
1704816,Professor Dr. Jürgen Krug,10351,Universität Leipzig
20988065,Professor Dr. Max-Konstantin von Renesse,10351,Universität Leipzig
1289691,Professor Dr. Pirmin Stekeler-Weithofer,10351,Universität Leipzig
1304580,Professor Dr. Uwe Truyen,10351,Universität Leipzig
1345560,Professor Dr. Wolfgang Härtig,10351,Universität Leipzig
262106,Privatdozentin Dr. Marlies Grunow,10351,Universität Leipzig
1744663,Professor Dr. Georg Schuppener,10351,Universität Leipzig
85439841,Professor Dr. Thomas Höpel,10351,Universität Leipzig
1169739,Professor Dr. Markus Löffler,10351,Universität Leipzig
1637440,Dr. Peter Johannes Alban Weber,10351,Universität Leipzig
1791545,Privatdozent Dr. Frank Stallmach,10351,Universität Leipzig
1717887,Privatdozent Dr. Marko Bertmer,10351,Universität Leipzig
1785282,Dr. Matthias Heuer,10351,Universität Leipzig
452630,Privatdozent Dr. Hartmut Schmidt,10351,Universität Leipzig
1643335,Privatdozentin Dr. Ingrid Vervuert,10351,Universität Leipzig
1756611,Professor Dr. Peter Florian Stadler,10351,Universität Leipzig
1234155,Professor Dr. Michael Riekenberg,10351,Universität Leipzig
1260464,Professor Dr. Konrad Schmüdgen,10351,Universität Leipzig
1375498,Privatdozent Dr. Arwed Schiller,10351,Universität Leipzig
169562309,Professor Dr. Andreas Maletti,10351,Universität Leipzig
1411678,Professor Dr. Wolfgang Nörenberg,10351,Universität Leipzig
1696277,Professorin Dr. Steffi Richter,10351,Universität Leipzig
1097125,Professorin Dr. Evamarie Hey-Hawkins,10351,Universität Leipzig
1372532,Privatdozent Dr. Gerald Wagner,10351,Universität Leipzig
1655286,Professor Dr. Enno Bünz,10351,Universität Leipzig
1063904,Professor Dr. Gotthold Gäbel,10351,Universität Leipzig
1445400,Professor Dr. Achim Aigner,10351,Universität Leipzig
253977302,Dr. Simone Prömel,10351,Universität Leipzig
1710121,Dr. Marina Bigl,10351,Universität Leipzig
393554534,Dr. Thomas Kuhn-Treichel,10351,Universität Leipzig
1594996,Professor Dr. Sebastian Rödl,10351,Universität Leipzig
1633437,Dr. Siegfried Wendt,10351,Universität Leipzig
1104815,Professorin Dr. Heidegard Hilbig,10351,Universität Leipzig
98526908,Professor Dr. Gregor Nikolaus Felix Weiß,10351,Universität Leipzig
1731761,Professorin Dr. Rose Marie Beck,10351,Universität Leipzig
1035947,Professor Dr. Edwin Donath,10351,Universität Leipzig
251041775,"Dr. Takayoshi Oshima, Ph.D.",10351,Universität Leipzig
1873307,Dr. Uta Karstein,10351,Universität Leipzig
252719077,Dr. Heiner Olbermann,10351,Universität Leipzig
62501914,Professor Dr. Holger Lengfeld-Philipp,10351,Universität Leipzig
1349001,Professor Dr. Mario Mörl,10351,Universität Leipzig
1601704,Professorin Dr. Doris Schönefeld,10351,Universität Leipzig
1376291,Professor Dr. Bernd Rheinländer,10351,Universität Leipzig
1189840,Professor Dr. Harald Morgner,10351,Universität Leipzig
1366480,Professor Dr. Joachim Reinhold,10351,Universität Leipzig
282292163,"Dr. Jan Rillich, Ph.D.",10351,Universität Leipzig
241206853,Dr. Federica Amici,10351,Universität Leipzig
1067888,Professor Dr. Dieter Geschke,10351,Universität Leipzig
1700348,Privatdozent Dr. Knut Krohn,10351,Universität Leipzig
1341159,Professorin Dr. Heidrun Zinecker,10351,Universität Leipzig
46690885,Professor Dr. Holger Thiele,10351,Universität Leipzig
9624246,Professor Dr. Klaus-Peter Fähnrich,10351,Universität Leipzig
1722249,Professor Dr. Axel Linke,10351,Universität Leipzig
216344707,Professor Dr. Olav Mueller-Reichau,10351,Universität Leipzig
1271937,Professorin Dr. Bärbel Schulze,10351,Universität Leipzig
1492872,Professor Dr. Ullrich Heilemann,10351,Universität Leipzig
239672700,Dr. Ines Liebscher,10351,Universität Leipzig
1648451,Privatdozent Dr. Johannes Dölling,10351,Universität Leipzig
1279712,Professor Dr. Klaus Sibold,10351,Universität Leipzig
1371834,Professor Dr. Clemens Allgaier,10351,Universität Leipzig
1641052,Professorin Dr. Annegret Nippa,10351,Universität Leipzig
1136983,Professor Dr. Hans-Peter Kleber,10351,Universität Leipzig
1399015,Professor Dr. Andreas Schierwagen,10351,Universität Leipzig
992391,Professor Dr. Augustinus Bader,10351,Universität Leipzig
51176308,Dr. Thomas Schmidt-Lux,10351,Universität Leipzig
288112998,Dr. Dieter Bayer,10351,Universität Leipzig
1000187,Professorin Dr. Annette G. Beck-Sickinger,10351,Universität Leipzig
1363737,Professor Dr. Hans-Jörg Stiehler,10351,Universität Leipzig
1730968,Professor Dr. Gunther Schnabl,10351,Universität Leipzig
1857656,Dr. Ansgar Hantsch,10351,Universität Leipzig
1048451,Professor Dr. Wolfgang Fach,10351,Universität Leipzig
1701814,Privatdozentin Dr. Helga Pfannkuche,10351,Universität Leipzig
213828009,Dr. Petra G. Hirrlinger,10351,Universität Leipzig
1438131,Privatdozent Dr. Roland Kirschner,10351,Universität Leipzig
96282375,Dr. Frank Oppermann,10351,Universität Leipzig
273631312,Dr. Sascha Krause,10351,Universität Leipzig
283712641,"Dr. Jessica Hines, Ph.D.",10351,Universität Leipzig
17485001,Dr. André Ehrlich,10351,Universität Leipzig
1423799,Professor Dr. Hubert Seiwert,10351,Universität Leipzig
1041620,Professor Dr. Werner Ehrmann,10351,Universität Leipzig
1225564,Professor Dr. Hans-Bert Rademacher,10351,Universität Leipzig
1841916,Professorin Dr. Anne Bartsch,10351,Universität Leipzig
215927165,Dr. Kristin Seffer,10351,Universität Leipzig
1001190,Professor Dr. Lothar Beyer,10351,Universität Leipzig
16788970,Professor Dr. Petrik Galvosas,10351,Universität Leipzig
1553587,Professor Dr. Thorsten Posselt,10351,Universität Leipzig
1667430,Dr. Edin Sarcevic,10351,Universität Leipzig
1500398,Professorin Dr. Ingrid Kästner,10351,Universität Leipzig
1639492,Privatdozent Dr. Hartmut Blank,10351,Universität Leipzig
1043799,Professor Dr. Hartmut Elsenhans,10351,Universität Leipzig
1449535,Professorin Dr. Maria-Elisabeth Regina Krautwald-Junghanns,10351,Universität Leipzig
1380368,Professor Dr. Jens-Karl Eilers,10351,Universität Leipzig
1210198,Professor Dr. Helmut Papp,10351,Universität Leipzig
1075328,Professor Dr. Wolfgang Grill,10351,Universität Leipzig
235396695,Professor Dr. Christian Fandrych,10351,Universität Leipzig
268517119,Dr. Menyhárt Sárosi,10351,Universität Leipzig
1866093,Privatdozent Dr. Claus Diem,10351,Universität Leipzig
1387357,Dr. Brigitte Staudte,10351,Universität Leipzig
36555629,Dr. Uwe Krähnke,10351,Universität Leipzig
1037366,Professor Dr. Manfred Droste,10351,Universität Leipzig
1447833,Professor Dr. Christoph Jacobi,10351,Universität Leipzig
1329550,Professor Dr. Christian Wilhelm,10351,Universität Leipzig
1838265,Professor Dr. Matthias Gutberlet,10351,Universität Leipzig
1822419,Professor Dr. Hendrik Schneider,10351,Universität Leipzig
1393403,Professor Dr. Jürgen Heinrich,10351,Universität Leipzig
1847234,Dr. Bernd Biedermann,10351,Universität Leipzig
281138884,Professorin Dr. Susanne Riegler,10351,Universität Leipzig
1819625,Privatdozent Dr. Heinz Böhlig,10351,Universität Leipzig
1719410,Dr. Ulrich Gärtner,10351,Universität Leipzig
1692065,Professor Dr. Tilo Pompe,10351,Universität Leipzig
1000789,Professor Dr. Dieter Beckert,10351,Universität Leipzig
1262359,Professor Dr. Ulrich Johannes Schneider,10351,Universität Leipzig
988363,Professor Dr. Gottfried Alber,10351,Universität Leipzig
221165729,Dr. Claudia Stäubert,10351,Universität Leipzig
1828562,Privatdozent Dr. Uwe Müller,10351,Universität Leipzig
263810652,Dr. Heike Kalesse,10351,Universität Leipzig
272915199,Dr. Antje Garten,10351,Universität Leipzig
277029818,Dr. Markus Barth,10351,Universität Leipzig
1869209,Dr. Michael Hacker,10351,Universität Leipzig
112804731,Dr. Robert Günther,10351,Universität Leipzig
1361375,Professor Dr. Erik Gawel,10351,Universität Leipzig
1119486,Professor Dr. Franz Jacobs,10351,Universität Leipzig
1464670,Professor Dr. Heinz-Werner Wollersheim,10351,Universität Leipzig
1060204,Professor Dr. Dieter Freude,10351,Universität Leipzig
1197049,Professor Dr. Kurt Mühler,10351,Universität Leipzig
1631624,Professor Dr. Michael P. Streck,10351,Universität Leipzig
1017649,Professor Dr. Gert Brückner,10351,Universität Leipzig
1207844,Professor Dr. Karl-Dieter Opp,10351,Universität Leipzig
1846409,Privatdozent Dr. Matthias Behr,10351,Universität Leipzig
1774631,Professor Dr. Rochus Leonhardt,10351,Universität Leipzig
1371332,Professor Dr. Werner Engewald,10351,Universität Leipzig
1628864,Professor Dr. Matthias Middell,10351,Universität Leipzig
1784920,Dr. Kerstin Honscha,10351,Universität Leipzig
82286576,Professor Dr. Johannes Hirrlinger,10351,Universität Leipzig
21052325,Professor Dr. Klaus Kroy,10351,Universität Leipzig
212153671,Dr. Ariane Nimptsch,10351,Universität Leipzig
346731995,"Dr. Ribu Cherian, Ph.D.",10351,Universität Leipzig
1860902,Dr. Katharina Anna Glanz,10351,Universität Leipzig
